customer_tweet_id,customer_tweet_clean,predicted_intent,confidence,fraud_override
1457944,My order has said shipped since the 24th and the last day for it to arrive is tomorrow but the package still isnt here any ideas,delivery_shipping_issue,0.95,False
970273,Can't get to install on my S8 :-( *cries*,digital_service_device_support,0.9,False
1157258,Real footage of my delivery driver dropping off my package in the wrong location and booking it. <URL>,delivery_shipping_issue,0.95,False
729059,I have already posted the details. My contact no is <PHONE>,general_complaint_other,0.9,False
757131,Our account was suspended for no logical reason. No response from you in days despite repeated requests for help.,account_access,0.9,False
1311532,pathetic customer service continues. Pack not picked up despite 10+calls & no site of refund despite commitments. CC,general_complaint_other,0.9,False
804016,Im trying to establish if I had an account hacked after a dodgy email but cant log into the account with that email address.,account_access,0.9,True
425729,Don't matter what I do I cannot Find ANY of my Orders,digital_service_device_support,0.9,False
1328911,"Where can I forward emails from sellers that ask me to review products and give 5 star reviews, plus a free product?",general_complaint_other,0.9,False
2616426,All this for a pack of crayons? Really?! <URL>,general_complaint_other,0.9,False
2011905,how can I (UK) send buy a gift card for someone in the US? Or vice versa. UK/US codes don't seem to work in the other country,marketplace_seller_trust,0.9,False
678312,Meanwhile in #Goa .. and it was delivered #Amazon <URL>,delivery_shipping_issue,0.9,False
1423519,"Hi I’ve been charged twice for a purchase, how can I get this sorted? Thanks 🙏",billing_subscription_dispute,0.95,False
481672,Not at all impressed with this beat up book I just received from . Scratches and dings much worse in person. Merry Christmas? <URL>,delivery_shipping_issue,0.9,False
2915815,"Hi I downloaded your app and made my first purchase and i don't believe it deducted the $10 that it advertised for downloading the app, any help appreciated",billing_subscription_dispute,0.9,False
1293721,Stupid . Ordered two things on Monday with prime two day. You say its getting delivered today ups says Friday. Neither are 2 day :(,delivery_shipping_issue,0.95,False
2349578,can someone reply to me regarding my refund please? I’ve emailed twice but no reply.,refund_return_dispute,0.9,False
316327,super disappointed in the delivery service after calling the customer service 15 times still no help,delivery_shipping_issue,0.95,False
1251981,i have to present it on 28th oct.if u can deliver by that day then its ok else cancel#<PHONE> urgent delivery required,delivery_shipping_issue,0.9,False
319195,my order which was due today was not delivered... totally disappointed and unsatisfactory...very poor service,delivery_shipping_issue,0.95,False
894221,"the £47 you randomly took out of my account still hasn’t been sorted, help?",billing_subscription_dispute,0.95,False
266859,my package says delivery but there is nothing at my door! How do I report it??,delivery_shipping_issue,0.95,False
383307,When the amazon package says “out for delivery” <URL>,delivery_shipping_issue,0.9,False
2903585,disappointed at your delivery service. Product left on doorstep while informed ‘handed to recipient’ whilst no one was at home. Still waiting for your reply.,delivery_shipping_issue,0.9,False
1780193,Thanks to I have not been able to play #2k18 today devastated!,general_complaint_other,0.9,False
2957031,hi. A parcel I am expecting has not been delivered but when I use tracking it says it was delivered yesterday. Had an email to say they tried to deliver it again today.,delivery_shipping_issue,0.9,False
963292,"Hey when I say ""Play songs by Beck"" literally the last things I want is song by Nickelback. It was funny once, please stop.",general_complaint_other,0.9,False
2938638,I guess the book I pre-ordered was delayed and has now disappeared from my orders altogether. Thanks .,delivery_shipping_issue,0.9,False
841700,Toally disappointed！ <URL>,delivery_shipping_issue,0.9,False
2832929,I just had a coffee maker in my cart and now I can't get it to stay there. What happened?,digital_service_device_support,0.9,False
1503906,"Finally, set up of Echo and Alexa complete! :)",positive_feedback,0.95,False
1408144,"Found on the road in front of my house, no delivery truck in sight. This is not even address to me. <URL>",delivery_shipping_issue,0.9,False
2153962,"Wow, is this what I paid 100 rupees for next day delivery. 10 DAYS!! It STILL HASN""T COME!! <URL>",delivery_shipping_issue,0.95,False
2956983,How do i go about using a gift card but also use my card because what's in the gift card isn't enough?,digital_service_device_support,0.9,False
1286418,why was my prime package delayed and now expected to take 3-4 days???? #wtf this happens way too often,delivery_shipping_issue,0.95,False
1710653,"you disappointed me twice since morning - cancelled an order, didn't deliver another. Soothing words don't improve CSat",general_complaint_other,0.9,False
1667791,The last week I've had the worst experience with . Prime items not arriving after 10 days and customer service being awful 1/2,delivery_shipping_issue,0.95,False
78811,Please can you tell me where I can find a VAT invoice for an Amazon prime membership?,billing_subscription_dispute,0.9,False
2636940,"hey I've contacted customer service three times in the last week and been promised I'd be helped by your advance team every time, yet I just keep getting my password reset and have never been contacted. What's up with that.",account_access,0.9,False
149286,"hiya, I ordered a headphone jack from you and got it yesterday and it’s already broken. Please advise.",delivery_shipping_issue,0.9,False
2284009,silly question but what if I don't want fire hd tablet to be a kids edition? Is there a way to make it a regular tablet?? Seems pretty simple to me but no answers online. #question,general_complaint_other,0.9,False
826272,LOL. My replacement book from was packaged well but DAMAGED. Some lackie is having a good laugh. Sent a damaged book.,delivery_shipping_issue,0.95,False
1344459,"ordered quantity of 2 of iPhone 6 cover, received only 1.",delivery_shipping_issue,0.95,False
2944326,"In less than a week has lost a package, delayed two Prime packages by 5 days, and damaged a package of mine. #tistheseason",delivery_shipping_issue,0.9,False
2344027,What’s up with Amazon though? What’s really going on with my delivery??? 🤔,delivery_shipping_issue,0.9,False
1178913,"Yo , why the hell isn't there a drop down option to navigate to Amazon Family. I have to google it every time. Super annoying?",general_complaint_other,0.9,False
1444424,do you check who the sellers are and how they service the customers #Mumbai #pathetic #service item still not delivered,delivery_shipping_issue,0.95,False
727120,Now I got to know amazon is not able to deliver product after giving in writing. Shame on u guys. Its ridiculous😡 <URL>,delivery_shipping_issue,0.9,False
358824,please tell me who send the gift items with price tag on it? Use some sense atleast take off the price from gifted items..!!!,general_complaint_other,0.9,False
2290420,I got fed up with stubborn attitude. It seems Amazon team supports fraud.,general_complaint_other,0.95,True
918018,How come you will deliver all this to my house no problem but you need me to submit my passport online before I can watch #MrRobot on #AmazonPrime #AmazonVideo. Also what does #Amazon do with the passport data? <URL>,digital_service_device_support,0.9,False
2478908,How do I contact you? I can not find an email address at amazon.de,general_complaint_other,0.9,False
152067,Amazon delivery is terrible they deliver parcels i ordered 2 days ago and still waiting for one i ordered last week. Also the drivers knock dont give anyone time to get to door and walk off leaving parcel on the doorstep,delivery_shipping_issue,0.95,False
2790469,"so annoyed, 2 packages that were meant to be delivered today, both say delivered and handed to resident, yet no one in the house has received anything!!😡",delivery_shipping_issue,0.95,False
1501897,Recvd a sondmagic bullshit headphine instead a sony BT hdph. Your team is nt rdy 2 hlp. pls teach them quality cntrl <URL>,marketplace_seller_trust,0.95,False
1366159,Anybody knokw how to logout of on a mobile? Not an app,account_access,0.9,False
2742941,The amount of times I’ve had my call transferred to someone from a “different department” of is mind blowing. I didn’t even know this many dif services existed. 🙄 just trying to get one situation taken care of....,general_complaint_other,0.9,False
806325,"what's the delay with orders to PR? Shipping has been restored by USPS, Fedex & UPS what are you guys waiting 2 send our things? <URL>",delivery_shipping_issue,0.9,False
282138,"This is funny! I ordered at 11:58AM, and you shared the details with the courier at 8:30AM?! <URL>",delivery_shipping_issue,0.9,False
313470,bad service. Don't deliver product on time. Bad CS team. Worst courier. Don't even have track of order. #shameonamazon #flipkart,delivery_shipping_issue,0.95,False
1061358,very poor experience with subscribe and save. Order never delivered. Refund messed up. Very poor show.,refund_return_dispute,0.95,False
93589,can someone look into order <PHONE>. Supposed to be delivered today but it hasn't even left the facility. What's up? Prime member ordered on 11/27,delivery_shipping_issue,0.95,False
2132770,is taking their sweet ass time shipping my @<PHONE>th anniversary collection. Not sure whether to be concerned or not,delivery_shipping_issue,0.9,False
2823133,very bad service o had booked order by 24th of Nov with pay extra 100Rs for fast delivery but still order not delivered till my order no <PHONE>,delivery_shipping_issue,0.95,False
1716701,can I access my UK Amazon video purchases over wifi whilst abroad because they're ones I actually bought?,positive_feedback,0.9,False
1472553,"Got a text my groceries were delivered, but there are no groceries in front of my door or anywhere around my building.",delivery_shipping_issue,0.95,False
2632997,unable to cancel order from iOS app. Getting blank page. <URL>,account_access,0.9,False
417848,I had spoken to customer service 10 days ago and they promised a revert for fire stick Please advise,digital_service_device_support,0.9,False
1469957,Where is the game at?,general_complaint_other,0.9,False
907083,I think I received a double order. Which is great (!) but I didn't pay for 2 of everything. How do I return for free?,refund_return_dispute,0.9,False
579041,So damn annoyed!! Yet another parcel has gone missing from 2 in one week!! Really think they need to change couriers as I know I'm not the only one this has happened to!! Hoping can sort it as I'm not a happy bunny! 😠,delivery_shipping_issue,0.95,False
679037,"I just bought a beanie that was on an #blackfriday deal with my credit card points. Who cares that it's been over 80 degrees, I'm going to the snow in about a month.",positive_feedback,0.9,False
218180,why I order with 2 day shipping on Saturday and my order just now ship?????????? Y??????,delivery_shipping_issue,0.95,False
583498,Thinking #Amazon has made a deal with #UPS to allow ups to slowdown shipments. Last 3 orders have been delayed. #UPS,delivery_shipping_issue,0.9,False
2162407,disgusting #service - first wrong item delivered and then no hurry to pick up despite follow-ups...return order no : <PHONE>...,delivery_shipping_issue,0.95,False
374538,"nothing like a 5 day wait for 2 day shipping. Thanks for the let down there , had to change plans for nothing. #geegee #NoPCBuild",delivery_shipping_issue,0.95,False
1145033,"hi I ordered 3 super soakers a minute ago, where are they",delivery_shipping_issue,0.9,False
2103034,"When mess up, they really mess up big. For a company their size, it is absolutely shocking. #badcustomerservice",general_complaint_other,0.95,False
2383750,I GOT A DAMAGED PRODUCT ON DIWALI PURCHASE. HOW AMAZON CAN DO THIS TO YOUR CUSTOMER? ORDER ID- <PHONE> <URL>,delivery_shipping_issue,0.95,False
339160,What is going on with the shipping of John Green new book Turtles All The Way Down? My book was supposed to ship yesterday and,delivery_shipping_issue,0.9,False
1839565,cannot figure out why there is no option to play any season of a specific show on my #Firetv. #Fail. back to #AppleTV,general_complaint_other,0.9,False
395431,is there a problem setting up an Amazon Prime account tonight?,account_access,0.9,False
2245412,"ordered a TV from you guys, arrived broken. Called to return, was told I was get a refund and could buy a new one. Went to buy a new one and it won’t ship until february? Surely there’s something you can do about this",delivery_shipping_issue,0.9,False
464272,"couldn’t deliver a package within 9 hours of arriving in Austin, using their own delivery service. Now they are telling me it could be another 2 days. Keep this in mind for Christmas. Oh, and it’s Prime.",delivery_shipping_issue,0.95,False
204951,I was trying to leave a review for Elites of Eden on amazon but it kept crashing what the hell,digital_service_device_support,0.9,False
1607918,how can one deduct money from account without prior permission. Want to know what's happening ?,billing_subscription_dispute,0.9,False
1556286,"""your amazon music marketplace isn't configured correctly for this device"" what I get when I try to play music. Help.",digital_service_device_support,0.95,False
723944,no speed change for video player? any plans to bring the feature in?,general_complaint_other,0.9,False
1865031,what are you playing at? Not the first time this has happened with excessive packaging. <URL>,delivery_shipping_issue,0.9,False
224585,"I am waiting 4 my order to be delivered for 20days, u r bill & delivery guys bill mismatch is not my issue",billing_subscription_dispute,0.9,False
519733,"What do you define as ""2 days"", exactly? <URL>",digital_service_device_support,0.9,False
2670765,"- Hello, Today I received text on my mobile as Amazon has been credited 5000/- RS to my amazon pay balance and its valid till midnight, why such text you guys are sending to make full to customers...however I am not able to see any balance in my account...",billing_subscription_dispute,0.9,False
1173051,NEED URGENT HELP FROM YOU I HV BEEN SCAMMD 4 RS. 3.5LACS! PLZ REVERSE TRANX & STOP DELIVERY! #cybercrime <URL>,general_complaint_other,0.9,False
2363257,Glad I got these in store... this packing job is bull!! <URL>,delivery_shipping_issue,0.9,False
2972792,can y'all update my account so I can get my camera through prime. Im not about to wait weeks for it to come through,digital_service_device_support,0.9,False
1424249,"Hello, I seem to have lost the ability to sort my Lists by price; something I do daily to find deals. What's happened?!",digital_service_device_support,0.9,False
303507,"If you order a book on environmentalism from , they will send it in packaging wasteful enough to destroy the actual amazon.",digital_service_device_support,0.9,False
2835677,"Same day delivery order placed in the morning. Status is ""Arriving today"" and ""Shipping soon"". What are the chances that I will see the package today?",delivery_shipping_issue,0.9,False
331325,has closed my account saying I violated their policy!! The fact is deliverd a defective product twice in a row!,delivery_shipping_issue,0.9,False
1376417,Hey I ordered my Halloween costume FOR TOMORROW off of prime. Due tonight by 8pm and it HASN'T EVEN SHIPPED YET 😡😡😡😡😡,delivery_shipping_issue,0.95,False
1725786,Had placed order on 5 sep 2017. After 63 days also the team is trying to figure out where order is stuck.,delivery_shipping_issue,0.9,False
2881331,"picked up an order from amazon locker this morning, box was already open and one item missing..who do i contact to receive my item, it is urgent!",delivery_shipping_issue,0.95,False
2028423,best client service ever 😍,positive_feedback,0.98,False
876230,What are you thinking of?! Such a waste of packaging. What happened to the fold over delivery envelopes? #wasteful #overkill 😬🤦‍♀️ <URL>,delivery_shipping_issue,0.9,False
2498841,Do you have an actual phone number that will let me talk to actual humans? DM me if you do.,general_complaint_other,0.9,False
2457151,hi i live in canada was in india and ordered devon ke dev mahadev dvds and one dvd is not working wat to do i have reached back canada waiting of ur reply,digital_service_device_support,0.9,False
2745952,"Dear , shipping at holiday time not in a brown box does not make this mom happy? There's one gift down the tubes. #fail",delivery_shipping_issue,0.9,False
295819,Hey director's cut or theatre cut ?? <URL>,general_complaint_other,0.9,False
1398412,Why my prime membership has been cancelled is this the way you guys handle customer frustration ?,billing_subscription_dispute,0.9,False
633583,Are you freaking kidding me ?? This is how you deliver to businesses now?? <URL>,general_complaint_other,0.9,False
1773827,"2nd order this week that hasn't arrived in the promised Prime shipping window...in fact, it hasn't even SHIPPED. What's happening?!",delivery_shipping_issue,0.95,False
1276237,"BTW, the link in your Treasure Truck texts is broken: <URL>",digital_service_device_support,0.9,False
1683613,"Hey you locked me out of my account after I bought something and now won’t let me log back in, what gives?!?",account_access,0.95,False
2602197,"Your app on Android is a pile of crap. Downloaded songs don't appear in offline music, can't add songs to My Music, what's the point.",digital_service_device_support,0.9,False
339472,It's really frustrating trying to order things through lately. They seem to screw up shipment and delivery every time.,delivery_shipping_issue,0.9,False
2823142,Ironic that amazon are doing an advertisement push for deliveries on tv yet their prime delivery service has been getting worse for months now next day my ass! 6am mon for dvds & next day for them is Wednesday & Thursday?,delivery_shipping_issue,0.9,False
163603,I don't understand why I even have an prime account when the shipping always is longer than 2 days. I'm bout to delete the membership.,billing_subscription_dispute,0.9,False
286261,Any update on Cast to TV on Amazon Prime Video for Android ?,digital_service_device_support,0.9,False
2766935,Hi apparently you are refunding me for an order that wasn't delivered but I received it.,delivery_shipping_issue,0.9,False
2176633,"Now my knife set came from an Amazon warehouse deal. It just said it would be re-packaged, not scratch/dent. I was even expecting some level of scratch/dent. Not a mangled block and missing sharpener insert. What you sent me is an absolute joke. <URL>",marketplace_seller_trust,0.9,False
2503558,"could you train your logistics drivers to stop putting packages right in front of security and screen doors. Not only can anyone walking down the street easily spot them, I also must push the box out of the way with my door just to get out.",delivery_shipping_issue,0.9,False
500725,My package from Amazon has been lost for two days somewhere in the half-mile between the Coralville UPS office and the Coralville Post Office.,delivery_shipping_issue,0.9,False
544450,"The new printer we ordered, on Nov. 22nd, was supposed to be here from Nov. 29th - Dec 1st. Now I got an update it may not be here until Dec. 7th?What the hell",delivery_shipping_issue,0.95,False
2044486,My 5 year old may be Alexa’s biggest fan. I just found this on her nightstand. “Alexa told me how to spell her name”. <URL>,positive_feedback,0.9,False
782421,u gave me defective phone and now you are not giving me replacement #cheater,delivery_shipping_issue,0.9,False
476904,My myntra product was wrong picked by your associate. Please solve this issue ASAP,delivery_shipping_issue,0.9,False
2816362,"My account says driver delivered order this afternoon that it was hand delivered and I signed for it. I immediately received a text and went to retrieve my package. No package, driver didn't ring bell, no one on camera. No help from CS. So, I filed a police report.",delivery_shipping_issue,0.95,True
957139,"This is the second time the delivery person didn’t drop off my package. Never an issue before, now it is? I paid next day too!",delivery_shipping_issue,0.9,False
138897,"2 questions - 1) why can't I Send gift card from my Amazon pay balance?, and 2) how can I complaint against rude Amazon customer representative",account_access,0.9,False
11039,I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine,delivery_shipping_issue,0.9,False
2941999,", your drivers always call when they’re at my door instead of buzzing. Thank you! #sleepingbaby #goodiesatmydoor #amazonfresh",positive_feedback,0.9,False
1049840,Again your team started playing with my order.,general_complaint_other,0.9,False
1698738,😅 I wish the box was bigger! My phone chargers need more space😅 #excessive #FirstWorldProblems <URL>,general_complaint_other,0.9,False
1638693,What's wrong with ? 's India's Most Fearless listed under fiction eBooks. <URL>,marketplace_seller_trust,0.9,False
2824718,get that you don't tell Prime customers you don't do next day delivery anymore all the ones with prime says Wednesday now,billing_subscription_dispute,0.9,False
1041846,What's the point of my apartment having a package locker when your couriers don't even use it!?!?!? Another missing package. Thanks a lot.,delivery_shipping_issue,0.95,False
1762365,"Hi, so I ordered some pens they leaked during shipment is there a way you can help me with this issue ? Thank you,",delivery_shipping_issue,0.95,False
2311278,"Amazon, you have failed me so many times this year. What does ""contact Amazon"" even mean, when there's no CTA or phone number? <URL>",general_complaint_other,0.9,False
1260955,"Dear Amazon, where's my Overwatch anthology volume 01?",general_complaint_other,0.9,False
535764,is so concerned with the already 5 day delay that they will have someone contact me in 2 days. How can you do business with a company like this? <URL>,delivery_shipping_issue,0.9,False
1360001,"WTH! guaranteed delivery on Oct 27, and my account says GET IT NEXT WEEK! This is atrocious! I need this today. <URL>",delivery_shipping_issue,0.95,False
348643,"I really hope doesn't fail to send my package again, had to cancel, reorder a week later than I was told it'd arrive #ShadowOfWar",delivery_shipping_issue,0.9,False
2159276,"non receipt of item, amazon dint even bother to call back..",delivery_shipping_issue,0.95,False
2984587,"#OnePlus5TAppQuiz hey!!! Who is the winner for the #OnePlus5TAppQuiz ??? Publish the winner list,waiting for your update.",general_complaint_other,0.9,False
182627,I just had such shitty customer service from and it's over an $18 refund. Oh my god it is not worth the trouble.,refund_return_dispute,0.9,False
593471,I’ve received two packages now in original packaging...what’s up with that? #peoplecanseewhatiorder,general_complaint_other,0.9,False
2613280,"On 30 October, ordered stuff for my lab from and . Surprised to find that delivered early, is over a week late! (1/2)",delivery_shipping_issue,0.9,False
2858216,Feel like the worst person in the world since Jay’s present didn’t arrive today (despite paying extra delivery for it to be here this morning 😡😡),delivery_shipping_issue,0.95,False
1730743,"I would like to raise a serious complaint regarding my account and my failed order, 3rd time now and I find it disgusting",general_complaint_other,0.9,False
325857,yet another time i need something with my #prime membership and #amazon fails to deliver on time as promised. Very disappointed,delivery_shipping_issue,0.95,False
350778,Home page it shows 749 but on opening link it's 2000+ <URL>,general_complaint_other,0.9,False
1493278,When your delivery driver breaks in to a secure locked box and breaks the hinges and cvs are useless #shit #Amazon #stillnotresolved,delivery_shipping_issue,0.95,False
1225201,i am having issue with my order call me on <PHONE> order placed by __email__ call me urgently,delivery_shipping_issue,0.9,False
351649,is there delivery on Monday October 9?,delivery_shipping_issue,0.9,False
144226,- I pay for amazon prime to get things next day! First the courier damages my shower screen and I don’t get notified and then I book another day off work for my delivery that’s now 2 weeks over due for it not to arrive!! Not acceptable service in my eyes!!,delivery_shipping_issue,0.95,False
2281590,"Logging into got kind of annoying. Username and password input fields are on two different pages, which makes it hard to use saved credentials on some devices.",digital_service_device_support,0.9,False
1311261,", fraud and deceitful things happening ! No customercare, only sale",general_complaint_other,0.9,True
985170,false promises. No updates & not informing customers.. Is what I can say about Amazon delivery even after hvng prime membership,general_complaint_other,0.9,False
1595189,can i use echo plus adapter or echo show adapter for my echo spot?,digital_service_device_support,0.9,False
2474863,"Since the most recent update my spot in my books will no longer sync between my devices. All settings are correct, so that isn't the problem. Is anyone else having this problem?",digital_service_device_support,0.9,False
1448033,"Hi, email saying my locker delivery being returned as I've not collected. It only arrived yesterday + email said collect by Sat!",delivery_shipping_issue,0.95,False
2869559,"I'm so sick of paying for this service, getting a notification that it's been delivered and my stuff is no where to be found.",delivery_shipping_issue,0.95,False
1179705,Here we go again.My package delivered to someone else. Happens approx. every other time I order which is a lot! They don’t care. I complain and it happens over & over again!!!,delivery_shipping_issue,0.95,False
99827,I want to know the return/refund time duration?,billing_subscription_dispute,0.9,False
290481,i'm having trouble accessing paw patrol. i can't watch other videos. says low bandwith. can you assist?,digital_service_device_support,0.9,False
2706764,"so where's my order? Amazon page says by today via USPS, but isn't showing out for delivery. USPS track says ""On Its Way to USPS Fri. Nov 14. DEPARTED SHIPPING PARTNER FACILITY, USPS AWAITING ITEM CARTERET, NJ ?? Y do I pay for prime shipping???",delivery_shipping_issue,0.95,False
982641,It has been 3 days since my delivery is due. What is wrong?? Your customer care executives have been promising all the time. But still nothing.!!!,delivery_shipping_issue,0.9,False
2526218,been trying for a few days to get acknowledgement that I cannot set a delivery address on my wish lists. No response at all. =(,general_complaint_other,0.9,False
922263,#AmazonGreatIndianFestival is nt delivering fridge to my postal address. What kind of sale is this? i wanted to give surprise.,delivery_shipping_issue,0.9,False
583473,"What the hell, - your delivery driver needs serious training if he thinks a shared hallway in a block of flats is a safe place to leave my £70 package! Unreal! <URL>",delivery_shipping_issue,0.95,False
180099,#AmazonGreatIndianFestival is a chuttiappa? U guys delivered me an empty pckg of Mi4i Tempered glass. Really pathetic service. <URL>,delivery_shipping_issue,0.95,False
2779167,Having amazon prime both ruins your bank account and increases your quality of life lol,positive_feedback,0.9,False
2526993,You cheap out on tape and empty boxes get delivered. Not a good start to the season. <URL>,delivery_shipping_issue,0.9,False
701441,yet another same day delivery didn’t happen. This is ridiculous.,delivery_shipping_issue,0.95,False
1315532,"I HV ordred a prodct, waitin fo return pickup sinc last 9-10 dez & not refunding coz de r unable to pickup on the scheduled time.",delivery_shipping_issue,0.95,False
2971899,ordered a book before thanksgiving and it’s still not here what’s up?,delivery_shipping_issue,0.9,False
2238707,The wastefulness of makes me so angry!! 🤬 <URL>,general_complaint_other,0.9,False
728326,"Looks like is a #GameofThrones fan,hope she is ready as #WinterandDiwaliiscoming #amazonfestiveriddles 😉😊 <URL>",positive_feedback,0.9,False
2763501,Thank you so much today I m very happy your service is very fast today I m receive my product <URL>,positive_feedback,0.9,False
2763499,How do you get a manager call back from please? My partner is having money taken out of his bank left right and centre and nobody seems to understand his issues! This is getting beyond a joke now. He doesn't want to speak to another agent they are rubbish. Thanks.,general_complaint_other,0.9,False
2936690,Whats going on ? <URL>,general_complaint_other,0.9,False
2133305,faster refund what a joke haven't got my refund since last one week <URL>,refund_return_dispute,0.9,False
1150902,"Please, where's my order? Delivery was at 8pm yrstdy, got a text at 7:47p informing me of undelivered package #URGENT",delivery_shipping_issue,0.95,False
2399403,"Sometime back got a message,your order out for delivery and in 5mins another update: customer not available. Absolute Stupidity",delivery_shipping_issue,0.95,False
948453,"Well this is fun, is crap again, page just isn't loading right anymore no matter what...",general_complaint_other,0.9,False
46492,For my return amazon has issued refund amount on 29th oct 2017 but this is still not credited into my bank account,billing_subscription_dispute,0.9,False
2261715,very poor helpline service,general_complaint_other,0.9,False
909507,kindly check DM Team,general_complaint_other,0.9,False
314228,I'm really getting tired of orders suddenly being out of stock AFTER I place my order. Waited 2 weeks for book before I canceled it.,delivery_shipping_issue,0.9,False
2756720,"hi, on your deals page, i've always been able to filter out the lightning deals all by themselves. that seems to be gone since you started the black friday deals. i can't find anything now. can you put back please before thursday?",general_complaint_other,0.9,False
1433607,hi. My account was temporarily suspended due to lack of funds but now I have the funds. How long to reactivate?,billing_subscription_dispute,0.9,False
2604261,Any recent updates regarding the launch of amazon prime music in India?,positive_feedback,0.7,False
2919852,Why is your driver squatting in-front of my house? Let me give you a hint ... he/she is not tying their shoes. I have it on video! <URL>,digital_service_device_support,0.9,False
