customer_tweet_id,hard_case_category,tweet_text,true_intent,true_escalation_decision,predicted_intent,predicted_confidence,drafted_reply,escalation_decision,escalation_reason,validate_draft_flags,notes
2142461,,earns enough money for a sufficient period of time. Isn’t that what a bank is supposed to do?,,,general_complaint_other,0.9,"""We understand your concerns about banking fees. Could you share more details about the fees you're experiencing so we can assist you better?""",escalate,retrieval_top1_similarity 0.59 < 0.74,[],
2691739,,really love Amazons support team. Fixed a registration and wifi issue with my paper white in seconds.,,,positive_feedback,0.9,"""We're thrilled to hear you had a positive experience with our support team, Alex! It's always rewarding to know our efforts are making a difference for our customers.""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'Alex' (names are banned by policy)""]","[""name used in draft: 'Alex' (names are banned by policy)""]",
303518,,"Received an email change message from thinking it was a scam, but somebody has actually changed my details 😕assistance!?",,,general_complaint_other,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
2394509,,add Thor Ragnarok to Amazon Prime video,,,positive_feedback,0.9,"""We're always working to expand our content library. Please keep an eye on our site and social media for new additions.""",escalate,retrieval_top1_similarity 0.67 < 0.74,[],
439142,,"Hi are your email servers down? No order confirmation email and no verification code emails (requested 3 times), I checked junk.",,,digital_service_device_support,0.9,"""We're sorry to hear about the email issue. Have you tried checking your spam/junk folder? If you've already checked, please try resetting your password and requesting verification again. If the problem persists, please let us know so we can assist further.""",escalate,retrieval_top1_similarity 0.71 < 0.74,[],
1479477,,order#<PHONE> Return completed on kast Saturday till now no refund #poort service #amazonIndia #customersatisfcation,,,refund_return_dispute,0.9,"""We apologize for the inconvenience. Please don't share your order details here. Our Twitter page is visible to the public. We're here to help!""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
147350,,"-very poor customer service, promised refund 2 weeks ago for a scam on my account and no joy",,,billing_subscription_dispute,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
575428,,"The brand new book I ordered from #Amazon ..even the sticker that says 'new' is torn and at the top of it, I paid extra for the next day delivery!!! still waiting for the replacement! <URL>",,,delivery_shipping_issue,0.9,"""We're truly sorry to hear about the condition of your new book. We understand how disappointing this must be. Our team will immediately look into this matter and ensure a replacement is sent out promptly. We appreciate your patience and understanding.""",auto,confidence 0.90 >= 0.9 and similarity 0.76 >= 0.74,[],
2126222,,Oh I'm so disappointed. 10x I asked CS to call me. Crickets. Found a number for Kindle CS and called that. They transferred me.,,,account_access,0.9,"""I'm sorry to hear about the trouble you've faced. We're here to help! Could you please share more details about your Kindle CS experience?""",escalate,"high-risk intent 'account_access': requires human for account/money/trust action, regardless of confidence",[],
2499204,,Dear how am I supposed to contact you if I don’t remember my account password? I try to reset it & it says you can’t find my account!?,,,account_access,0.95,"""We understand how frustrating this must be. Let's get this sorted out. Have you tried using the 'Forgot your password' option to reset it?""",escalate,"high-risk intent 'account_access': requires human for account/money/trust action, regardless of confidence",[],
2558527,,so sorry but your new packaging is not working. Books upon books arriving battered at the seams... <URL>,,,delivery_shipping_issue,0.95,"""We're truly sorry to hear about this issue. Could you please let us know where you made the purchase? We're here to help resolve this for you!""",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
318279,,"If so, I have friends who want to help + I want to set up Amazon Lists. How do I duplicate the same list for several families?",,,general_complaint_other,0.9,"""Hi there! To duplicate an Amazon List for multiple families, you can simply create a new list and add the same items to it. This way, each family can have their own version of the list. If you need more detailed instructions, I'm here to help!""",escalate,retrieval_top1_similarity 0.65 < 0.74,[],
1546352,,"Refund not processed,refund request placed before 3 months.i need to talk wiith amazon executive but my mobile number blocked.",,,refund_return_dispute,0.9,"""Please don't provide your order details or personal contact information. Our Twitter page is visible to the public. We understand your concern and will escalate this matter to our executive team for review. (1/2)""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",['near-verbatim: 85% token overlap with top-1 retrieved reply'],
784737,,"Dear : Is it Waterproof, or is it Water resistant? Those 2 words aren’t the same.",,,digital_service_device_support,0.9,"""I understand your concern! Waterproof items are designed to be completely impervious to water, while water-resistant items can withstand some exposure to water but not full submersion. I hope this clears things up for you!""",escalate,retrieval_top1_similarity 0.62 < 0.74,[],
2769804,,"app doesn't ask me for touch ID anymore, hence working <URL>",,,digital_service_device_support,0.9,"""We're sorry to hear about this issue. Have you tried resetting your device's settings?""",escalate,retrieval_top1_similarity 0.70 < 0.74,[],
2697190,,"Epic fail... Hint if something is ordered gift-wrapped, they probably don't want you to write what the contents are on the gift card. Due to the, you know, surprise thing? #duh <URL>",,,general_complaint_other,0.9,"""Hi there, I'm sorry to hear about this issue. Could you please confirm if the gift card was purchased directly from Amazon or from our Marketplace sellers?""",escalate,retrieval_top1_similarity 0.66 < 0.74,[],
582617,,Why has my unlimited music subscription been suddenly cancelled? I was on 3mnths for 99p and now I can't rejoin that offer!! 😠 My payment method is fine also as I have bought from you recently using the same method!,,,billing_subscription_dispute,0.95,"Hi there, we're sorry to hear about the issue with your unlimited music subscription. Without sharing personal details, could you provide more information about the subscription and the recent purchase? This will help us assist you better.",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
1274987,,when will I receive my Gary Barlow priority code and when is the presale xx,,,marketplace_seller_trust,0.9,"Hi there, I understand you're eager to participate in the presale for Gary Barlow. You should receive your priority code shortly. Please check your email for the details. Happy to assist if you have any more questions!",escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
2919873,,.. doesn’t seem like the best packaging? #decreasingQuality <URL>,,,delivery_shipping_issue,0.9,"""We're sorry to hear about your experience. Could you please provide more details about the packaging issue? We're here to help. :D""",escalate,retrieval_top1_similarity 0.71 < 0.74,[],
1232179,,#yasss !! #hp illustrated on my doorstop today. Got it for a preorder steal from <URL>,,,marketplace_seller_trust,0.9,"""We're thrilled to hear you got the preorder! Enjoy your new book, and if you have any questions or need further assistance, feel free to reach out. Happy reading!""",escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
328731,,"Dear , I highly suggest you train your “supervisors” to not argue with customers after making the exact same mistake a second time. #CustomerExperience #fail Prime isn’t worth the money any longer.",,,general_complaint_other,0.9,"""I'm sorry to hear about your experience. We value your feedback and would like to understand more about what happened. Could you please share more details so we can address this issue promptly?""",auto,confidence 0.90 >= 0.9 and similarity 0.79 >= 0.74,[],
2387968,,"Hi, I returned an item but have not yet received a refund. the seller said will give refit d when returned. I sent it as recorde",,,refund_return_dispute,0.9,"""Hi there! We're sorry to hear about the delay. Could you please confirm if the return was processed by Amazon or a third-party seller? Also, do you have the tracking number for the return? This will help us expedite the resolution. Thanks!""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
483721,,does Amazon no longer provide refund if the same item price drops on it's website after 2 days of delivery??,,,billing_subscription_dispute,0.9,"""We don't have a refund policy for price drops after delivery. Our prices are determined by sellers and can change due to market conditions.""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
758933,,is there anyways to contact amazon thru email. Not on a specific order tho. And can i change a ps4 game to digital b4 it ships,,,general_complaint_other,0.9,"Hi there! You can contact Amazon via email at any time. To change a PS4 game to digital before it ships, you can do so during checkout by selecting the digital version of the game as your payment option.",escalate,retrieval_top1_similarity 0.70 < 0.74,[],
2766316,,Shamshabad-RGIA area had been alloted a new pin code earlier this year. Not picking up when searching. Pls update - 500108. TY 🙏,,,general_complaint_other,0.9,"""We apologize for the inconvenience. We're working on updating our system to reflect the new pin code for Shamshabad-RGIA area. Thank you for your patience.""",escalate,retrieval_top1_similarity 0.68 < 0.74,[],
463375,,#ceva #Amazon let down by AMZ so many times...u get tfrd to support (scripts. no empathy)1/2 hr to authenticate me.Tonite (1mth later delayed delivery) #CEVA left msg can't deliver (day before critical pjt).. not answering phone. no-one to talk to. 2hrs lost of my day. #jeffhelp,,,general_complaint_other,0.9,"I'm sorry to hear about the trouble you've faced with your order, and I understand how frustrating it can be when support doesn't meet your expectations. We aim to provide timely and empathetic assistance to all our customers. If you'd like, I can help you get in touch with a customer service agent who can assist you further.",auto,confidence 0.90 >= 0.9 and similarity 0.81 >= 0.74,[],
53499,,Why cant we watch prime content on mobile devices,,,digital_service_device_support,0.9,"""We're sorry to hear you're experiencing this issue. Could you please try clearing the app's cache and reinstalling it? This often resolves such issues. If the problem persists, please let us know!""",escalate,retrieval_top1_similarity 0.73 < 0.74,[],
374771,,"Your metal credit card is impacting Qi charging, can we request plastic ones?",,,digital_service_device_support,0.9,"Hi there! It's unusual for a credit card to affect Qi charging. Could you please confirm if you're using a compatible Qi charger? If so, you might want to try a different one to see if the issue persists.",escalate,retrieval_top1_similarity 0.60 < 0.74,[],
1876743,,Why is the delivery date still in pending <URL>,,,delivery_shipping_issue,0.9,"""We apologize for the inconvenience. Please ensure your delivery details are correctly filled out in the link provided earlier. We'll update you as soon as we have more information.""",auto,confidence 0.90 >= 0.9 and similarity 0.79 >= 0.74,[],
2514679,,hi I returned an item over a month now and I’ve still not heard anything or been refunded.,,,refund_return_dispute,0.95,"""Hi there, I understand your concern. Could you please confirm if you've received a confirmation email after returning the item? This helps us track the process more effectively. Thank you.""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
2638491,,Forever wishing would come up with a ‘Gifting’ option so people who share the account won’t see their Christmas presents 🙃,,,positive_feedback,0.9,Hi there! We appreciate your feedback. We understand the importance of privacy during the holiday season. We're always working on new features and will certainly consider your suggestion for a 'Gifting' option to help keep presents a surprise. Thank you for sharing your thoughts with us!,escalate,generated reply failed automated safety validation: ['near-verbatim: 86% token overlap with top-1 retrieved reply'],['near-verbatim: 86% token overlap with top-1 retrieved reply'],
2835636,,if there’s a better deal on a product today and i bought that same product a couple days ago can I still get a price match?,,,positive_feedback,0.85,"""Hi there! I'm sorry for the inconvenience, but since we do not price match, that method is the only way to get the sale price. Take care!""",escalate,generated reply failed automated safety validation: ['near-verbatim: 92% token overlap with top-1 retrieved reply'],['near-verbatim: 92% token overlap with top-1 retrieved reply'],
2864737,,"Hi, my girlfriend used her account whilst on holiday and her account has been frozen. The reason given was fraud. She's been asked to provide ID by fax. She does not have access to a fax machine! Can she send the info as a PDF on email? Please help!",,,account_access,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
1004520,,i have tried filing an A-Z claim and it doesn’t give me the option and i have contacted the seller twice and have not gotten a response. I would like these refunded. They never arrived. Thank you. <URL>,,,refund_return_dispute,0.9,"Hi there, I'm sorry to hear about the trouble you're experiencing. It's important to us that you receive the support you need. Could you please share more details about your situation without sharing any personal account information?",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
2081546,,Chat help unimpressive. Communication even worse. Will be going out at 11pm to replace order. #customerservicefail #amazon,,,general_complaint_other,0.9,"""We're truly sorry to hear about your experience. We aim to provide the best service possible. If you're unhappy with your order, please let us know how we can make things right. We're here to help!""",escalate,retrieval_top1_similarity 0.73 < 0.74,[],
2765001,,Imagine using Amazon prime next day delivery only to be told it might not come until Thursday! So much for urgency!,,,delivery_shipping_issue,0.95,"""We apologize for the inconvenience. Please check your order confirmation for the expected delivery date. If there's any discrepancy, we'll look into it immediately.""",auto,confidence 0.95 >= 0.9 and similarity 0.83 >= 0.74,[],
2630088,,"Hey Guys ! i have a quarry reg iphone8+, it's mention that 8k CB in city card. I wanna know even if i don't wanna enroll jio offer will CB still applicable ?",,,digital_service_device_support,0.9,"""Hi there! To confirm, the 8k CB offer is applicable regardless of whether you enroll in the Jio offer or not. Enjoy your iPhone 8+!""",escalate,retrieval_top1_similarity 0.65 < 0.74,[],
1091665,,"please imporve your service in delivering products, I wanted this deliverery before 13 Oct. But your service sucks 😓 Proof -} <URL>",,,delivery_shipping_issue,0.9,"""We're sorry to hear about your experience. We aim to deliver on time and apologize for any inconvenience. Please let us know if your order has been delivered.""",auto,confidence 0.90 >= 0.9 and similarity 0.83 >= 0.74,[],
2288005,,# were the hell is my order Amazon # very disappointed with your Prime service # looking to change from Amazon to flipkart,,,general_complaint_other,0.9,"""We're sorry to hear about your experience with our Prime service. Could you please share more details so we can assist you better?""",auto,confidence 0.90 >= 0.9 and similarity 0.78 >= 0.74,[],
1190855,,please can someone contact me ASAP. Seems my account has been hacked email switched and now cannot log in to use contact us option,,,account_access,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
2152750,,: A big thank you for delivering the product on Diwali day. #HappyDiwali!,,,positive_feedback,0.98,"""We're thrilled to hear you received your gift in time for Diwali! Wishing you a joyous and memorable celebration. #HappyDiwali""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'Diwali' (names are banned by policy)""]","[""name used in draft: 'Diwali' (names are banned by policy)""]",
224406,,"I purchased a video from you, and it was not the version I expected at all, and I'm hoping for a refund, unclear how to pursue.",,,refund_return_dispute,0.9,"""Hello! We'd love to help! Can you tell us more about the version you received and what you were expecting? This will help us understand how to best assist you with your refund.""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
1474635,,Cancelling my #prime membership as soon as I get home. Tired of misdelivered packages and customer service run-around,,,delivery_shipping_issue,0.9,"We're sorry to hear about your experience. We aim for timely deliveries and excellent customer service. If you'd like, we can assist with resolving this issue.",auto,confidence 0.90 >= 0.9 and similarity 0.78 >= 0.74,[],
133593,,is Amazon site down due to Black Friday,,,general_complaint_other,0.9,"""Hello, I'm sorry to hear about your concern. Our website is designed to handle high traffic during special occasions like Black Friday. If you're experiencing issues, please try refreshing the page or checking your internet connection. If the problem continues, please let us know so we can assist further.""",escalate,retrieval_top1_similarity 0.69 < 0.74,[],
1297926,,amazon help!!! Are you guys desperate to get rid of this Bjork album? This is the second time! I need the right vinyl :( <URL>,,,general_complaint_other,0.9,"Hi there, I'm sorry to hear about the issue with your Bjork album. I'm here to help! Could you please provide more details about the problem?",escalate,retrieval_top1_similarity 0.74 < 0.74,[],
2300798,,"Is there anything wrong with search? I’m looking for “canon rebel” and only get books and bundles, not just cameras",,,marketplace_seller_trust,0.9,"""We're sorry to hear you're having trouble with your search. Could you please share a screenshot of your search results? This will help us understand the issue better.""",escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
1595280,,"The Great Indian Sale is such a scam. This product was available at the same price even before the sale. The MRP then was 10,999/- <URL>",,,marketplace_seller_trust,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
1427953,,"I received damaged mobile from amazon and it is taking years to get that replaced, stating the fact DON'T BUY FROM AMAZON",,,delivery_shipping_issue,0.95,"""We're sorry to hear about your experience. Please share the order number and the product details so we can assist you further. We aim to resolve this promptly.""",escalate,retrieval_top1_similarity 0.73 < 0.74,[],
1485339,,i dont see #TNFonPrimeVideo anywhere. i need a refund,,,billing_subscription_dispute,0.9,"""Hi there! We're sorry to hear about your experience. Could you please share more details about the issue so we can assist you better?""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
726773,,": is ""Shop with Points"" available in India?",,,positive_feedback,0.9,"""We're currently reviewing the 'Shop with Points' feature for our Indian customers. We appreciate your patience and will update you as soon as we have more information.""",escalate,retrieval_top1_similarity 0.62 < 0.74,[],
2230308,,"What a joke . How can you send a PC Download 🤷🏻‍♀️. If I had known, I would of got it from somewhere else 😔.",,,general_complaint_other,0.9,Hi there! I'm sorry to hear about your experience. Could you please share more details about the issue?,escalate,retrieval_top1_similarity 0.64 < 0.74,[],
2392739,,Delivery services from Amzon is very poor and unprofessional. Very bad Amazon..,,,delivery_shipping_issue,0.9,I'm sorry to hear about your experience. Can you share more details so we can assist you better?,auto,confidence 0.90 >= 0.9 and similarity 0.76 >= 0.74,[],
1178910,,Why does Amazon Prime promote fast shipping and display “prime” on items when they don’t actually ship on time?Thanks for nothing 👎🏻,,,delivery_shipping_issue,0.95,"Hi there, we understand your concerns. Prime shipping refers to the delivery time after the item has been shipped, which may not always be immediate. We aim to provide the most accurate delivery date during checkout and in your confirmation email.",auto,confidence 0.95 >= 0.9 and similarity 0.80 >= 0.74,[],
1993267,,No delivery and No refund! i am changing my decision to buy from #BadDiwali #AmazonIsTheReason,,,delivery_shipping_issue,0.95,"""I'm sorry to hear about your experience. Could you please provide more details so we can assist you better?""",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
356745,,"Hi Team, My issue is pending since many days now its about more than 2 month. Order # <PHONE> Pls help asap.",,,general_complaint_other,0.9,"Hi there, we understand your concern and apologize for the delay. Please contact us through our customer service email for a prompt resolution.",auto,confidence 0.90 >= 0.9 and similarity 0.79 >= 0.74,[],
2849083,,"why is it after a recent purchase, I was unable to leave the payment page unless I clicked to sign up to Amazon Prime! Then you email me telling my trial has started and the cancellation form is something I have to post. You have made it deliberately difficult to cancel",,,billing_subscription_dispute,0.95,"Hi there, we understand your frustration and apologize for the inconvenience. Our goal is to make the cancellation process as straightforward as possible. Could you please provide more details about your recent purchase and the steps you took to try to cancel? This will help us assist you better.",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
1134050,,An ode to : Amazon is great It has all the things I need Take all my money 💸 #EU #NoBorders #FastDelivery ❤️,,,positive_feedback,0.9,"""We're thrilled to hear you love our service! We're here to help with all your shopping needs. Happy shopping!""",escalate,retrieval_top1_similarity 0.68 < 0.74,[],
43700,,"Just love it when says they attempted an delivery to my place, yet I did not hear my door knock or receive a buzz on my intercom or get a phone call. Oh and no 'We Missed You' notice left. Thanks for trying....NOT.",,,delivery_shipping_issue,0.95,"""I'm sorry to hear about the missed delivery attempt. We aim for a smooth delivery process and I apologize for any inconvenience. Could you please confirm if you're available for delivery at this time? We'll ensure to follow up accordingly.""",auto,confidence 0.95 >= 0.9 and similarity 0.76 >= 0.74,[],
1107325,,"Mission Impossible 3 & Jack Reacher 2 are listed under ""drama movies"" category in . Such dumb assess unable to classify...",,,general_complaint_other,0.9,"""Hi there, I understand your concern about the movie categorization. We strive to accurately classify our content. If you believe there's been a mistake, please reach out to our customer service team for assistance.""",escalate,retrieval_top1_similarity 0.53 < 0.74,[],
334903,,I’m trying to reset my password. They sent a verification email but it doesn’t show up in my emails.,,,account_access,0.95,"""Password reset issues can be frustrating. Have you checked your spam/junk folder for the verification email? If it's not there, you might try resetting your password using another device or contacting our support for further assistance.""",escalate,"high-risk intent 'account_access': requires human for account/money/trust action, regardless of confidence",[],
2281396,,"And now, after paying to send the faulty item to London recorded delivery, have made a U turn and said I am not covered for a refund. You couldn't make this up!",,,billing_subscription_dispute,0.9,"""We apologize for the inconvenience. Please provide more details so we can assist you further.""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
2942108,,"Thanks for delivering a clearly damaged leaky parcel to my safe place ! Now I get to deal with it, awesome. Just what I want to do on day 6 of a migraine, which I have on top of my chronic illness.",,,delivery_shipping_issue,0.95,"""Hi there, we're really sorry to hear about this situation. It's unfortunate that your order arrived in this condition. We'd like to help resolve this issue promptly. Could you please provide more details about the damage?""",escalate,retrieval_top1_similarity 0.68 < 0.74,[],
1173857,,"having problems with my Amazon Video, keeps buffering, any advice ?",,,digital_service_device_support,0.9,"""I'm sorry to hear about the issues with Amazon Video. Have you tried restarting your device or checking your internet connection speed?""",auto,confidence 0.90 >= 0.9 and similarity 0.80 >= 0.74,[],
1633233,,#apptreasurehunt I have just received my Safari that I won during last App Treasure Hunt.It's pretty👌I❤it. Thanks Amazon🙏❤Amazon,,,positive_feedback,0.95,"""We're thrilled to hear you've won a Safari from the App Treasure Hunt, Alex! Your excitement is contagious. Enjoy your new app, and thank you for choosing Amazon for your treasure hunt. If you have any more questions or need assistance, we're here to help. Happy hunting! 🎉🎉🎉""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'Alex' (names are banned by policy)"", ""name used in draft: 'Hunt' (names are banned by policy)""]","[""name used in draft: 'Alex' (names are banned by policy)"", ""name used in draft: 'Hunt' (names are banned by policy)""]",
1701075,,lost my packages 😒😒😒,,,delivery_shipping_issue,0.95,"""We're sorry to hear about this inconvenience. Could you please provide the order number so we can look into it further?""",auto,confidence 0.95 >= 0.9 and similarity 0.84 >= 0.74,[],
281364,,Ordered Echo Dot. Asked another invite for Echo :P. Can't wait till Nov. Bring it fast please :),,,positive_feedback,0.9,"""Hi there! We understand your excitement for the Echo Dot. Invites are sent out randomly, so please check your inbox regularly. We hope you receive one soon and enjoy your new device in November! (2/2)""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'November' (names are banned by policy)""]","[""name used in draft: 'November' (names are banned by policy)""]",
600288,,I want to return something but the app is telling me item is not returnable. How do I find out why?,,,refund_return_dispute,0.9,"Hi there, I'm sorry to hear you're having trouble with your return. Could you please check if the item is still within the return period on the website?",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
2400094,,any idea when season 7 will be available?,,,general_complaint_other,0.9,"""We're excited to share that Season 7 is scheduled for release soon. Stay tuned for more details!""",escalate,retrieval_top1_similarity 0.70 < 0.74,[],
465768,,I’d appreciate the Prime Day discount you gave me if I could actually use it! 😩,,,positive_feedback,0.85,I'm sorry to hear about your disappointment! We'd love to help. Could you share more about your experience with Prime Day?,escalate,confidence 0.85 < 0.9; retrieval_top1_similarity 0.71 < 0.74,[],
432312,,Accidentally ordered a $40 box of dog treats off thinking it was bulk bc it was the same price I usually pay & now no returns🙃🙃🙃,,,billing_subscription_dispute,0.9,"""We understand the mix-up, and we're here to help! Could you please share more details about the order? We'll do our best to resolve this for you.""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
2412580,,"Wow, , 2 boxes and a bunch of plastic to mail items MADE OF FOAM RUBBER. I thought your business was efficient. #wasteful #Packaging <URL>",,,digital_service_device_support,0.9,"""We apologize for the inconvenience. Your feedback about the packaging has been noted and will be forwarded to our packaging team for review.""",auto,confidence 0.90 >= 0.9 and similarity 0.74 >= 0.74,[],
2252842,,"hi, have tried to cancel an order which hasn't been delivered but return hasn't been confirmed? What can I do?",,,delivery_shipping_issue,0.95,Hi there! I'm sorry to hear about the trouble with your return. Let's try to resolve this together. Could you please provide the order number and the date of purchase?,auto,confidence 0.95 >= 0.9 and similarity 0.78 >= 0.74,[],
2512066,,Not Please help me to get my refund. Poor response from your side. I will complaint in consumer Court <URL>,,,refund_return_dispute,0.9,"""We apologize for the inconvenience. Please share the screenshot of your order and refund request. We'll review it promptly.""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
205095,,"It’s is currently 7:55pm and I’m anxiously waiting for my order to get here before 8pm, as promised lol. Please don’t fail me now! 😭",,,delivery_shipping_issue,0.9,"""We're here to help! Please let us know if you haven't received your order by 8 PM.""",auto,confidence 0.90 >= 0.9 and similarity 0.75 >= 0.74,[],
1234685,,one more call disconected by amazon help services,,,general_complaint_other,0.9,"""We apologize for the inconvenience. You can reach us through live chat or email for immediate assistance. 2/2""",auto,confidence 0.90 >= 0.9 and similarity 0.75 >= 0.74,[],
1499739,,I need to speak to someone please?,,,general_complaint_other,0.9,"""We're here to help! Our customer service team is ready to assist you. Please provide a brief description of your concern so we can offer the best support.""",escalate,retrieval_top1_similarity 0.73 < 0.74,[],
2265611,,"thank for d worst custmr support , i seriously never even thought amazon culd ever do this but wow its Indian Amazon",,,general_complaint_other,0.95,"""We're sorry to hear about your experience. Could you share more details so we can assist you better?""",auto,confidence 0.95 >= 0.9 and similarity 0.79 >= 0.74,[],
2103439,,Its sad to see how much A rating programs /movies are available but none of classic Hollywood romantic movies are yet available to watch in India.,,,general_complaint_other,0.9,"""We understand your love for classic Hollywood romantic movies, Priya. We're continually working to expand our library with more content. We'll keep you posted on new additions.""",escalate,retrieval_top1_similarity 0.63 < 0.74,[],
793854,,"had apparently cancelled my replacement request for the G80 🤔 Sent a new request, hopefully this time it works.",,,general_complaint_other,0.9,"""I apologize for the inconvenience. Please allow us some time to process your new request. We'll do our best to ensure it's handled promptly.""",escalate,retrieval_top1_similarity 0.66 < 0.74,[],
1625482,,"excellent customer service from Arundas on my recent order. I messaged you midnight. Clear, helpful response this morning 8am 👌",,,positive_feedback,0.98,"Hi there, glad to hear you had a positive experience with our customer service. We're here to ensure your satisfaction, so please don't hesitate to reach out if you have any more questions or concerns.",escalate,retrieval_top1_similarity 0.69 < 0.74,[],
